X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,G_t,dip,azimuth,polarity,formation,series,id,order_series,smooth,group,X_s,Y_s,Z_s,T,is_new
454579.56,6782074,-5627.645,0.6048447554650249,0.4031889733520921,0.5273336049221983,0.5062025,-0.28335822,0.8145349000000001,0,35.45860021592489,119.2389007905577,1,fault3,fault3,1,1,0.01,fault3,0.709489511,0.012914470506709288,0.20898763150710908,0,FALSE
454338.4,6782244,-5376.1533,0.5795239936162633,0.4210382415320968,0.5537391507948176,0.5544005999999999,0.08128753,0.8282706,0,34.07850549514543,81.65859298805951,1,fault3,fault3,1,1,0.01,fault3,0.6588479872325267,0.048613006866718704,0.2617987232523479,0,FALSE
454820.88,6782277,-5688.905,0.6301823166250182,0.4245030994729212,0.520901569,0.36691332,0.31315067,0.87596303,0,28.84084440301962,49.52013306,1,fault3,fault3,1,1,0.01,fault3,0.7601646332500366,0.055542722748367586,0.19612355893408467,0,FALSE
454598.1,6782482,-5659.863,0.6067913756535951,0.4460272169841033,0.5239508536150018,0.57297957,-0.05731725,0.81756294,0,35.158426428701574,95.71250325655778,1,fault3,fault3,1,1,0.01,fault3,0.7133827513071901,0.098590958,0.2022221288927163,0,FALSE
454803.4,6782382.5,-5835.7207,0.6283469918733351,0.4355801453140417,0.5054865521513618,0.2778047999999999,0.12677045,0.9522362,0,17.779970452577608,65.47139992,1,fault3,fault3,1,1,0.01,fault3,0.7564939837466701,0.077696814,0.1652935259654362,0,FALSE
454746.47,6782549.5,-5675.5166,0.6223695869469316,0.453114426,0.522307293,0.4380297999999999,-0.28271577,0.8533474,0,31.422360587477343,122.83924494353391,1,fault3,fault3,1,1,0.01,fault3,0.7445391738938633,0.11276537661955915,0.1989350076646867,0,FALSE
454936.5,6782729.5,-5794.6543,0.6423219189013245,0.4720136515402867,0.509798347,0.59678274,-0.1417331,0.7897860999999999,0,37.834473300202646,103.35996390817589,1,fault3,fault3,1,1,0.01,fault3,0.784443838,0.15056382688309852,0.17391711639822843,0,FALSE
454562.5,6783137,-5585.762,0.6030535289053142,0.5147993973247097,0.5317311396232756,0.3098132,0.6887807,0.6554364,0,49.047251599310535,24.218190332903653,1,fault3,fault3,1,1,0.01,fault3,0.7059070578106283,0.23613531845194463,0.2177827009092638,0,FALSE
454053.7,6783334,-5469.032,0.549631719,0.5354835492744799,0.5439872871212283,0.55832535,0.16985701,0.8120476,0,35.70352737914027,73.07888285258973,1,fault3,fault3,1,1,0.01,fault3,0.5990634383990261,0.27750362235148496,0.24229499590516917,0,FALSE
454413.97,6783275,-5756.4873,0.5874585183007459,0.5292888032590665,0.5138057180655594,0.6251611,0.4778635999999999,0.6171061,0,51.89488683471454,52.60625599466117,1,fault3,fault3,1,1,0.01,fault3,0.6747170366014918,0.26511413032065817,0.18193185779383134,0,FALSE
454360,6783361.5,-5692.652,0.5817919006320733,0.5383709308918336,0.5205081497658598,0.7190608,0.28293133,0.63474524,0,50.598908045425496,68.5216798,1,fault3,fault3,1,1,0.01,fault3,0.6633838012641465,0.28327838558619234,0.19533672119443213,0,FALSE
455010.28,6783235.5,-6236.743,0.6500685012914496,0.5251414732995948,0.4633809369815835,0.5661114,0.6854087,0.457966,0,62.74406511341712,39.55490832071981,1,fault3,fault3,1,1,0.01,fault3,0.799937003,0.25681947040171477,0.081082296,0,FALSE
455204.8,6783376,-6516.244,0.6704922639171778,0.5398933684718928,0.434034535,0.6090897,0.31376618,0.7283959,0,43.24791527494639,62.74521444172306,1,fault3,fault3,1,1,0.01,fault3,0.8407845278343555,0.2863232607463108,0.022389492030826675,0,FALSE
454891.4,6783382.5,-6263.77,0.6375866130488669,0.5405758404905401,0.4605432183280483,0.6953312,0.3483005999999999,0.6286503000000001,0,51.04938583,63.393104558814805,1,fault3,fault3,1,1,0.01,fault3,0.7749732260977338,0.2876882047836053,0.075406858,0,FALSE
