X,Y,Z,X_r,Y_r,Z_r,G_x,G_y,G_z,G_t,dip,azimuth,polarity,formation,series,id,order_series,smooth,group,T,X_s,Y_s,Z_s
452678.12,6783584.5,-6359.2188,0.405201741,0.561784971,0.450521505,-0.061835542,-0.05047717,0.9968091,0,4.5783583,230.7747838,1,etive,sediments,4,4,0.01,etive B,0,0.3102034816572477,0.3301064656349106,0.05536343209928423
454364.3,6783857.5,-5612.353,0.582243382,0.590448796,0.528939199,-0.58474684,0.08639546,0.8066021,0,36.23473646,278.4045605,1,etive,sediments,4,4,0.01,etive B,0,0.664286764242662,0.38743411520127863,0.2121988198483872
455375.3,6782442.0,-5860.9404,0.68839403,0.441827389,0.502838592,-0.19990267,-0.054326743,0.9783085,0,11.95557877,254.7961593,1,etive,sediments,4,4,0.01,etive C,0,0.8765880598895415,0.09019130215661202,0.1599976060981506
455718.88,6782388.0,-5721.2803,0.724468451,0.436157622,0.517502302,-0.4835083,-0.23876178,0.8421476,0,32.63239943,243.7193274,1,etive,sediments,4,4,0.01,etive C,0,0.9487369017870274,0.0788517670775502,0.18932502467398918
455828.97,6782207.0,-5791.9053,0.736027427,0.417153401,0.510086981,-0.5062519,-0.37444407,0.776853,0,39.02666469,233.5118955,1,etive,sediments,4,4,0.01,etive C,0,0.971854853950982,0.04084332542365783,0.1744943827303088
455508.44,6782603.0,-5818.3584,0.702373157,0.458731696,0.507309519,-0.3570567,0.022576975,0.9338098,0,20.96329719,273.6180404,1,etive,sediments,4,4,0.01,etive C,0,0.9045463136011423,0.12399991600344447,0.168939459482162
455664.53,6782781.0,-5750.72,0.718761935,0.47742093,0.51441126,-0.42424613,0.09562542,0.9004837,0,25.77827954,282.7022396,1,etive,sediments,4,4,0.01,etive C,0,0.937323869721347,0.16137838348627787,0.18314294113941407
455275.88,6783095.5,-5883.414,0.677955358,0.510442076,0.500478961,-0.16120467,0.01522339,0.9868036,0,9.318459438,275.3947377,1,etive,sediments,4,4,0.01,etive C,0,0.85571071586065,0.22742067575229527,0.15527834358791365
455900.8,6782906.5,-5647.422,0.743569268,0.49059789,0.525257105,-0.43775842,0.10254183,0.8932261,0,26.71852077,283.1834393,1,etive,sediments,4,4,0.01,etive C,0,0.9869385355200412,0.1877323029755789,0.20483463178009806
455800.25,6783055.0,-5730.269,0.733011951,0.50618975,0.516558527,-0.46575615,0.052379847,0.8833615,0,27.94944352,276.4166341,1,etive,sediments,4,4,0.01,etive C,0,0.9658239012200498,0.2189160244429989,0.1874374750635232
455558.2,6783082.0,-5827.2324,0.707597743,0.509024634,0.506377787,-0.22448556,0.0545368,0.97295016,0,13.35684352,283.654969,1,etive,sediments,4,4,0.01,etive C,0,0.9149954851851094,0.22458579198252981,0.16707599588416955
455929.22,6783205.5,-5670.8384,0.746553245,0.521991602,0.522798484,-0.39668232,0.05985756,0.9160023,0,23.65152969,278.5809359,1,etive,sediments,4,4,0.01,etive C,0,0.99290649083387,0.2505197286911249,0.19991738938703613
455853.16,6782064.0,-5807.736,0.738567273,0.402139016,0.508424825,-0.49096787,-0.20539878,0.8466179,0,32.15430294,247.2977682,1,etive,sediments,4,4,0.01,etive C,0,0.9769345456836215,0.010814556603179322,0.1711700720270477
451488.84,6782070.5,-6029.546,0.28033246,0.402821488,0.48513573,-0.5019621,0.043433063,0.8637984,0,30.25421982,274.9452908,1,ness,sediments,5,4,0.01,ness A,0,0.060464920938242316,0.0121795006404738,0.12459188173284946
